comment_id,text,cluster_id,umap_silhouette,silhouette,silhouette_score,centroid,centroid_score,nearest,nearest_score
Acsv-1_0,苺についての議論が必要,1_4,0.46062822114430874,0.46062822114430874,4,0.5203933079698134,5,1.895860602150045,3
Acsv-1_0,苺についての議論が必要,2_4,0.46062822114430874,0.46062822114430874,4,0.5203933079698134,5,1.895860602150045,3
Acsv-2_0,葡萄に関する議論が必要です,1_4,0.4166562091033053,0.4166562091033053,4,0.9885717022031094,2,2.1141796371745984,5
Acsv-2_0,葡萄に関する議論が必要です,2_4,0.4166562091033053,0.4166562091033053,4,0.9885717022031094,2,2.1141796371745984,5
Acsv-3_0,マンゴーについての議論が必要,1_4,0.24881291224298785,0.24881291224298785,3,1.1699439346996716,3,1.8025737434380387,3
Acsv-3_0,マンゴーについての議論が必要,2_15,0.24881291224298785,0.24881291224298785,3,1.1699439346996716,3,1.8025737434380387,3
Acsv-4_0,メロンについての議論が必要,1_4,0.3447097566173733,0.3447097566173733,4,0.4323046408920471,5,1.5419405630143235,3
Acsv-4_0,メロンについての議論が必要,2_6,0.3447097566173733,0.3447097566173733,4,0.4323046408920471,5,1.5419405630143235,3
Acsv-5_0,バナナについての議論が必要です,1_4,0.4139916665226939,0.4139916665226939,4,0.09647876669838328,5,1.6261950547886057,3
Acsv-5_0,バナナについての議論が必要です,2_8,0.4139916665226939,0.4139916665226939,4,0.09647876669838328,5,1.6261950547886057,3
Acsv-6_0,林檎についての議論が必要,1_4,0.3082984447327535,0.3082984447327535,4,1.0571940043572428,3,1.9032718292412234,5
Acsv-6_0,林檎についての議論が必要,2_4,0.3082984447327535,0.3082984447327535,4,1.0571940043572428,3,1.9032718292412234,5
Acsv-7_0,パイナップルについての議論が必要,1_4,0.3681078817663509,0.3681078817663509,4,0.8759032037003055,3,1.8814986433147474,5
Acsv-7_0,パイナップルについての議論が必要,2_4,0.3681078817663509,0.3681078817663509,4,0.8759032037003055,3,1.8814986433147474,5
Acsv-8_0,西瓜についての議論が必要です,1_4,0.2845202358000274,0.2845202358000274,4,1.0117365704988928,4,1.7312865491817944,4
Acsv-8_0,西瓜についての議論が必要です,2_15,0.2845202358000274,0.2845202358000274,4,1.0117365704988928,4,1.7312865491817944,4
Acsv-9_0,レモンに関する情報が必要です,1_3,0.7126837269195269,0.7126837269195269,5,0.4283472998530794,5,1.7065880128897601,5
Acsv-9_0,レモンに関する情報が必要です,2_2,0.7126837269195269,0.7126837269195269,5,0.4283472998530794,5,1.7065880128897601,5
Acsv-10_0,さくらんぼについての議論が必要,1_4,0.2679393448589687,0.2679393448589687,4,0.808558866932982,4,1.592156623220341,4
Acsv-10_0,さくらんぼについての議論が必要,2_6,0.2679393448589687,0.2679393448589687,4,0.808558866932982,4,1.592156623220341,4
Acsv-11_0,キウイフルーツについての議論が必要,1_4,0.3482563680628227,0.3482563680628227,4,1.260425393193084,2,2.2332120452115785,5
Acsv-11_0,キウイフルーツについての議論が必要,2_4,0.3482563680628227,0.3482563680628227,4,1.260425393193084,2,2.2332120452115785,5
Acsv-12_0,人参についての議論が必要,1_1,0.30767525341996127,0.30767525341996127,4,1.042825970547079,4,1.851808459419399,4
Acsv-12_0,人参についての議論が必要,2_0,0.30767525341996127,0.30767525341996127,4,1.042825970547079,4,1.851808459419399,4
Acsv-13_0,茄子に関する情報が必要ですか？,1_3,0.7050211969972753,0.7050211969972753,5,0.4059049722664039,5,1.590280663258086,5
Acsv-13_0,茄子に関する情報が必要ですか？,2_2,0.7050211969972753,0.7050211969972753,5,0.4059049722664039,5,1.590280663258086,5
Acsv-14_0,トマトに関する情報が必要です,1_3,0.7642486078428306,0.7642486078428306,5,0.2202450027339029,5,1.7076494049850344,5
Acsv-14_0,トマトに関する情報が必要です,2_2,0.7642486078428306,0.7642486078428306,5,0.2202450027339029,5,1.7076494049850344,5
Acsv-15_0,ニンニクに関する議論が必要,1_4,0.00017556641579729099,0.00017556641579729099,3,0.6295529172943565,4,1.0881188264334527,2
Acsv-15_0,ニンニクに関する議論が必要,2_6,0.00017556641579729099,0.00017556641579729099,3,0.6295529172943565,4,1.0881188264334527,2
Acsv-16_0,玉ねぎに関する議論が必要,1_4,0.1357562124986398,0.1357562124986398,3,0.7936071279302568,3,1.3845391987212032,3
Acsv-16_0,玉ねぎに関する議論が必要,2_4,0.1357562124986398,0.1357562124986398,3,0.7936071279302568,3,1.3845391987212032,3
Acsv-17_0,じゃがいもについての議論が必要です,1_4,0.2755316452108899,0.2755316452108899,4,0.6248571554248477,5,1.4289288938540274,3
Acsv-17_0,じゃがいもについての議論が必要です,2_8,0.2755316452108899,0.2755316452108899,4,0.6248571554248477,5,1.4289288938540274,3
Acsv-18_0,とうもろこしに関する情報が必要です,1_3,0.7509503116957246,0.7509503116957246,5,0.271514512185231,5,1.8938258525972809,5
Acsv-18_0,とうもろこしに関する情報が必要です,2_12,0.7509503116957246,0.7509503116957246,5,0.271514512185231,5,1.8938258525972809,5
Acsv-19_0,米に関する議論が必要です,1_4,0.08307451179002084,0.08307451179002084,3,1.0706820908797812,3,1.2779183428021952,3
Acsv-19_0,米に関する議論が必要です,2_14,0.08307451179002084,0.08307451179002084,3,1.0706820908797812,3,1.2779183428021952,3
Acsv-20_0,犬に関する議論が必要,1_1,0.11041046184446288,0.11041046184446288,3,1.2261644206008455,3,1.5355511132050268,3
Acsv-20_0,犬に関する議論が必要,2_0,0.11041046184446288,0.11041046184446288,3,1.2261644206008455,3,1.5355511132050268,3
Acsv-21_0,猫に関する議論が必要,1_4,-0.16911410747888828,-0.16911410747888828,2,1.374748474164547,2,1.2515521175073046,2
Acsv-21_0,猫に関する議論が必要,2_6,-0.16911410747888828,-0.16911410747888828,2,1.374748474164547,2,1.2515521175073046,2
Acsv-22_0,ネズミに関する議論が必要,1_4,-0.07604168944252318,-0.07604168944252318,2,1.3142371420150039,2,1.3562760591572274,2
Acsv-22_0,ネズミに関する議論が必要,2_6,-0.07604168944252318,-0.07604168944252318,2,1.3142371420150039,2,1.3562760591572274,2
Acsv-23_0,ウサギに関する情報が必要ですか？,1_3,0.648025615745429,0.648025615745429,5,0.38690528920122425,5,1.5196433552932376,5
Acsv-23_0,ウサギに関する情報が必要ですか？,2_12,0.648025615745429,0.648025615745429,5,0.38690528920122425,5,1.5196433552932376,5
Acsv-24_0,クマに関する議論が必要,1_4,-0.3574065120585062,-0.3574065120585062,1,1.5589714602980922,1,1.0664093902935121,1
Acsv-24_0,クマに関する議論が必要,2_6,-0.3574065120585062,-0.3574065120585062,1,1.5589714602980922,1,1.0664093902935121,1
Acsv-25_0,パンダについての議論が必要,1_2,0.3435889129371283,0.3435889129371283,4,0.9356574118949345,4,1.5065769441107801,4
Acsv-25_0,パンダについての議論が必要,2_1,0.3435889129371283,0.3435889129371283,4,0.9356574118949345,4,1.5065769441107801,4
Acsv-26_0,カエルについての議論が必要,1_1,0.14731030521784166,0.14731030521784166,3,1.0035426817068023,3,1.3684633567543556,3
Acsv-26_0,カエルについての議論が必要,2_0,0.14731030521784166,0.14731030521784166,3,1.0035426817068023,3,1.3684633567543556,3
Acsv-27_0,タコについての議論が必要,1_4,-0.08069863895116952,-0.08069863895116952,2,1.0241283314210927,2,1.152599485185709,2
Acsv-27_0,タコについての議論が必要,2_6,-0.08069863895116952,-0.08069863895116952,2,1.0241283314210927,2,1.152599485185709,2
Acsv-28_0,魚に関する議論が必要,1_4,-0.36024598494108634,-0.36024598494108634,1,1.184488482405963,1,0.8555265866647762,1
Acsv-28_0,魚に関する議論が必要,2_6,-0.36024598494108634,-0.36024598494108634,1,1.184488482405963,1,0.8555265866647762,1
Acsv-29_0,イルカについての議論が必要,1_1,0.1212449776940599,0.1212449776940599,3,1.0628438529615711,3,1.370758611213456,3
Acsv-29_0,イルカについての議論が必要,2_0,0.1212449776940599,0.1212449776940599,3,1.0628438529615711,3,1.370758611213456,3
Acsv-30_0,医者の役割や責任についての議論が必要,1_1,0.6207232809195818,0.6207232809195818,5,0.9115779321828912,3,3.1197754929588277,5
Acsv-30_0,医者の役割や責任についての議論が必要,2_9,0.6207232809195818,0.6207232809195818,5,0.9115779321828912,3,3.1197754929588277,5
Acsv-31_0,教師は学生の学びを支援し、成長を促す重要な役割を担っている,1_1,0.5486554447844647,0.5486554447844647,5,1.0695221272937043,3,2.896571053592259,5
Acsv-31_0,教師は学生の学びを支援し、成長を促す重要な役割を担っている,2_9,0.5486554447844647,0.5486554447844647,5,1.0695221272937043,3,2.896571053592259,5
Acsv-32_0,農家の役割や重要性について議論する必要がある,1_1,0.564497135884558,0.564497135884558,5,1.0666231520639018,3,2.9888965157897682,5
Acsv-32_0,農家の役割や重要性について議論する必要がある,2_9,0.564497135884558,0.564497135884558,5,1.0666231520639018,3,2.9888965157897682,5
Acsv-33_0,工事作業員に関する情報が必要,1_3,0.6707307885261918,0.6707307885261918,5,0.5823306142114899,5,2.0988473470554267,5
Acsv-33_0,工事作業員に関する情報が必要,2_12,0.6707307885261918,0.6707307885261918,5,0.5823306142114899,5,2.0988473470554267,5
Acsv-34_0,警察官に関する議論が必要,1_1,0.6423094288263326,0.6423094288263326,5,0.7039719054820625,4,3.0138728714742746,5
Acsv-34_0,警察官に関する議論が必要,2_5,0.6423094288263326,0.6423094288263326,5,0.7039719054820625,4,3.0138728714742746,5
Acsv-35_0,消防士は火災や災害から人々を守る重要な職業である,1_1,0.5709258663777594,0.5709258663777594,5,1.2246698406435221,3,3.323116197483988,5
Acsv-35_0,消防士は火災や災害から人々を守る重要な職業である,2_9,0.5709258663777594,0.5709258663777594,5,1.2246698406435221,3,3.323116197483988,5
Acsv-36_0,宇宙飛行士に関する議論が必要,1_1,0.5418507715310757,0.5418507715310757,5,0.36101396449164225,5,2.0361349850153765,5
Acsv-36_0,宇宙飛行士に関する議論が必要,2_11,0.5418507715310757,0.5418507715310757,5,0.36101396449164225,5,2.0361349850153765,5
Acsv-37_0,シェフに関する議論が必要です。具体的な内容を教えてください。,1_1,-0.2009085544676008,-0.2009085544676008,2,1.4619933388210218,2,1.224976524880777,2
Acsv-37_0,シェフに関する議論が必要です。具体的な内容を教えてください。,2_3,-0.2009085544676008,-0.2009085544676008,2,1.4619933388210218,2,1.224976524880777,2
Acsv-38_0,店員に関する議論が必要です。具体的な内容を教えてください。,1_1,0.26819191370743356,0.26819191370743356,4,1.1694283974811979,4,1.8650367016201406,4
Acsv-38_0,店員に関する議論が必要です。具体的な内容を教えてください。,2_3,0.26819191370743356,0.26819191370743356,4,1.1694283974811979,4,1.8650367016201406,4
Acsv-39_0,芸術家についての議論が必要,1_1,0.5610281141727679,0.5610281141727679,5,0.4955342722361279,5,2.212666982097522,5
Acsv-39_0,芸術家についての議論が必要,2_11,0.5610281141727679,0.5610281141727679,5,0.4955342722361279,5,2.212666982097522,5
Acsv-40_0,弁護士に関する議論が必要,1_1,0.6504176055266606,0.6504176055266606,5,0.3830110809531463,5,2.689461688687288,5
Acsv-40_0,弁護士に関する議論が必要,2_5,0.6504176055266606,0.6504176055266606,5,0.3830110809531463,5,2.689461688687288,5
Acsv-41_0,政治家に関する議論が必要,1_1,0.6275238998429985,0.6275238998429985,5,0.4798958169587295,5,2.585562385604401,5
Acsv-41_0,政治家に関する議論が必要,2_11,0.6275238998429985,0.6275238998429985,5,0.4798958169587295,5,2.585562385604401,5
Acsv-42_0,官僚制度の役割や機能についての議論が必要,1_1,0.620525029380947,0.620525029380947,5,0.9527247346975132,3,3.2536502787930046,5
Acsv-42_0,官僚制度の役割や機能についての議論が必要,2_5,0.620525029380947,0.620525029380947,5,0.9527247346975132,3,3.2536502787930046,5
Acsv-43_0,学生に対するAIの教育と活用方法について議論する必要がある,1_1,0.41722376609043094,0.41722376609043094,4,0.9838152613042663,2,2.1815054472326167,5
Acsv-43_0,学生に対するAIの教育と活用方法について議論する必要がある,2_11,0.41722376609043094,0.41722376609043094,4,0.9838152613042663,2,2.1815054472326167,5
Acsv-44_0,郵便局に関する議論が必要,1_1,0.5867228276675832,0.5867228276675832,5,0.6243040493233577,4,2.557284880150006,5
Acsv-44_0,郵便局に関する議論が必要,2_5,0.5867228276675832,0.5867228276675832,5,0.6243040493233577,4,2.557284880150006,5
Acsv-45_0,ホテルに関する議論が必要です。,1_1,0.41836645527972843,0.41836645527972843,4,0.7792687246854038,3,1.9305765864923965,5
Acsv-45_0,ホテルに関する議論が必要です。,2_3,0.41836645527972843,0.41836645527972843,4,0.7792687246854038,3,1.9305765864923965,5
Acsv-46_0,銀行に関する議論が必要,1_1,0.5962008997364281,0.5962008997364281,5,0.6204167539913762,4,2.61657757849735,5
Acsv-46_0,銀行に関する議論が必要,2_5,0.5962008997364281,0.5962008997364281,5,0.6204167539913762,4,2.61657757849735,5
Acsv-47_0,コンビニは便利な生活の一部であり、様々な商品やサービスを提供している,1_1,0.3991005958268056,0.3991005958268056,4,1.1361099660890561,2,2.2841142161212606,5
Acsv-47_0,コンビニは便利な生活の一部であり、様々な商品やサービスを提供している,2_3,0.3991005958268056,0.3991005958268056,4,1.1361099660890561,2,2.2841142161212606,5
Acsv-48_0,レストランに関する議論が必要です。,1_2,0.430672323747107,0.430672323747107,4,0.8220620534090465,4,1.7563657724049109,4
Acsv-48_0,レストランに関する議論が必要です。,2_10,0.430672323747107,0.430672323747107,4,0.8220620534090465,4,1.7563657724049109,4
Acsv-49_0,劇場は文化的な表現の場であり、演劇や映画などの芸術を楽しむことができる,1_1,0.04737022401705487,0.04737022401705487,3,1.596043712192669,3,1.8023203380893795,3
Acsv-49_0,劇場は文化的な表現の場であり、演劇や映画などの芸術を楽しむことができる,2_3,0.04737022401705487,0.04737022401705487,3,1.596043712192669,3,1.8023203380893795,3
Acsv-50_0,神社は日本の伝統的な宗教施設であり、神道に基づく信仰の中心です。,1_2,0.4957079974939164,0.4957079974939164,4,1.0450498767444305,2,2.328141974846698,5
Acsv-50_0,神社は日本の伝統的な宗教施設であり、神道に基づく信仰の中心です。,2_7,0.4957079974939164,0.4957079974939164,4,1.0450498767444305,2,2.328141974846698,5
Acsv-51_0,空港に関する議論が必要,1_1,0.5892031342743639,0.5892031342743639,5,0.3139332842919351,5,2.280317370432203,5
Acsv-51_0,空港に関する議論が必要,2_5,0.5892031342743639,0.5892031342743639,5,0.3139332842919351,5,2.280317370432203,5
Acsv-52_0,カレーに関する議論が必要,1_2,0.4800330388116483,0.4800330388116483,4,0.5073111441817122,5,1.3446307177164631,3
Acsv-52_0,カレーに関する議論が必要,2_10,0.4800330388116483,0.4800330388116483,4,0.5073111441817122,5,1.3446307177164631,3
Acsv-53_0,寿司は日本の伝統的な料理で、酢飯と新鮮な魚介類を組み合わせたものです。,1_2,0.624231905839918,0.624231905839918,5,0.7813832202418428,3,2.4838832167500957,5
Acsv-53_0,寿司は日本の伝統的な料理で、酢飯と新鮮な魚介類を組み合わせたものです。,2_13,0.624231905839918,0.624231905839918,5,0.7813832202418428,3,2.4838832167500957,5
Acsv-54_0,ラーメンについての議論が必要,1_2,0.5307514987771813,0.5307514987771813,5,0.42058475367873854,5,1.3884704352193062,5
Acsv-54_0,ラーメンについての議論が必要,2_10,0.5307514987771813,0.5307514987771813,5,0.42058475367873854,5,1.3884704352193062,5
