level,cluster_id,label,description,value,parent,density,density_rank,density_rank_percentile,clarity,coherence,consistency,distinctiveness,llm_comment,silhouette,silhouette_score,centroid,centroid_score,nearest,nearest_score
1,1_3,食べ物の混乱,このクラスタは、甘くない野菜、無果物、不健康な食べ物、甘い食材が混在しているため、意見の整合度が崩れている。例えば、甘いバナナと甘くないピーマンが同じグループにいるのはおかしい。さらに、ファーストフードと健康的な野菜が一緒に語られているため、全体的に一貫性が欠けている。これは、Clarity、Coherence、Consistency、Distinctivenessが崩れていることを示している。,20,0,1.2855513415230937,5.0,1.0,3,2,2,3,ラベルと説明文は意図を伝えようとしているが、混乱した要素が多く、論理的なつながりが弱いため、全体的に明確さと一貫性に欠けている。,0.2972017154533389,4,0.7778763613491053,4,1.589300955457293,4
1,1_5,食事の多様性と健康,健康的な食事と陸上の食材が混在しているが、意見がバラバラで、何が健康的か不明確。ピザやラーメンが出てきて、サラダと混ざってる。これは一貫性がないし、整合性も崩れてる。,14,0,1.734072724402434,3.0,0.6,2,2,1,3,食事の多様性に関する意見が多岐にわたり、健康的な選択肢が不明確で、全体としての整合性が欠けている。,0.3601246343498726,4,0.5766770826587998,5,1.2684402730149922,3
1,1_4,動物の敵と危険な動物の混乱,このクラスタは、動物の敵と危険な動物の意見が混在していて、犬やホットドッグなどの意見が含まれているため、Clarityが崩れている。さらに、意見の一貫性が欠けていて、Coherenceも低下している。Distinctivenessも失われており、他のクラスタとの違いが不明瞭になっている。,9,0,2.407819017136573,1.0,0.2,2,2,1,3,ラベルと説明文が混乱しており、意見の内容が一貫していないため、全体の理解が難しい。特に、ホットドッグのような食べ物が動物の敵として挙げられている点が論理的に矛盾している。,0.6030691099756845,5,0.41531360648045645,5,1.475465619031974,5
1,1_2,職業と自然の不思議な交差点,"このクラスタは、非専門職や非公式な職業、そして自然の場所に関する意見が混在しているが、明確なテーマが欠けている。例えば、神社や政治家、警察官などの職業が含まれている一方で、山や海といった自然の要素も存在する。これにより、意見の整合度が崩れ、全体としての一貫性が失われている。It's like a mix of jobs and nature, but they don't really connect well together.",19,0,1.4580813571999631,4.0,0.8,2,2,2,2,職業と自然の要素が混在しているが、テーマが不明瞭で、意見の整合性が欠けているため、理解しづらい。,0.5062020825185316,5,0.6858327862956488,3,2.0733241960042634,5
1,1_1,料理と不快な場所のミックス,家庭料理と不快な場所が混ざって、シェフやスパゲッティ、レストラン、ホテル、ステーキが出てくるけど、全然関係ない感じ。料理の話なのに、廃墟やトンネルが出てきて、何が言いたいのか分からない。これは明確さがないし、一貫性も崩れてる。,5,0,2.228339227174036,2.0,0.4,1,1,1,2,ラベルと説明文が全く関連性がなく、意図が不明瞭であるため、明確さ、一貫性、整合度の全てが低い。,0.5435470442450857,5,0.44876470672975544,5,1.530844571240594,5
2,2_8,甘くない野菜,ピーマン、キャベツ、ブロッコリー、ほうれん草、カリフラワー、セロリ、アスパラガス、ニンジン、玉ねぎ、大根,4,1_3,3.7870739626044094,7.0,0.4375,2,2,1,4,ラベルと説明文は野菜に関する情報を提供しているが、意見には甘くない野菜とは無関係な果物や他の野菜が含まれており、整合性が欠けている。,0.31375127897398974,4,0.26405610492317455,4,0.566886818602051,4
2,2_2,無果物,肉類、魚介類、穀物、乳製品、豆類、ナッツ、野菜、スパイス、ハーブ、甘味料,6,1_3,2.882345479166285,15.0,0.9375,2,2,1,3,ラベルは無果物を示しているが、説明文には果物が含まれており、意見も果物に偏っているため、整合性が欠けている。,0.2776479016696018,4,0.3469396735886825,3,0.7503626379811523,5
2,2_4,不健康な食べ物,ファーストフード、スナック菓子、甘い飲み物、加工食品、揚げ物、冷凍食品、インスタント食品、ジャンクフード、菓子パン、アルコール,4,1_3,3.748040502919477,8.0,0.5,2,2,1,4,ラベルと説明文は不健康な食べ物を示しているが、意見には健康的な食品や無関係な要素が含まれており、整合性が欠けている。,0.3365953256343479,4,0.2668060814300864,4,0.6697092317352827,4
2,2_15,不健康な食べ物,ファーストフード、スナック菓子、甘いお菓子、加工食品、揚げ物、ジャンクフード、冷凍食品、インスタント食品、炭酸飲料、アルコール,4,1_3,4.325809055872756,5.0,0.3125,2,2,1,4,ラベルと説明文は不健康な食べ物を示しているが、意見は健康的な食品を挙げており、全体として矛盾が目立つ。,0.3930355821861663,4,0.2311706288121549,5,0.5795931727600144,3
2,2_6,健康的な食事,サラダ、フルーツ、ナッツ、ヨーグルト、魚、鶏肉、玄米、豆腐、オートミール、スムージー,3,1_5,3.4194763706649343,10.0,0.625,3,2,1,5,ラベルと説明は健康的な食事を示唆しているが、意見の中に含まれるトマトやハンバーガーは一貫性がなく、全体のテーマから逸脱している。,0.23459219561669684,3,0.29244243599308667,3,0.6855249212361086,3
2,2_7,甘い食材,バナナ、マンゴー、パイナップル、チョコレート、ハチミツ、砂糖、メープルシロップ、クッキー、ケーキ、アイスクリーム,2,1_3,5.511208833859605,2.0,0.125,2,1,1,4,ラベルと説明文は甘い食材を列挙しているが、意見には全く関連性がなく、論理的なつながりが欠如している。,0.43777919255905673,4,0.18144839536928958,5,0.6212133883768296,3
2,2_12,動物の敵,鳥、蛇、トカゲ、カエル、昆虫、ウサギ、リス、ハリネズミ、コウモリ、クモ,4,1_4,4.704308677227831,4.0,0.25,2,2,1,4,ラベルと説明文は動物の敵を示しているが、意見は関連性が薄く、論理的なつながりが乏しい。,0.44783272784504913,4,0.2125710849652094,5,0.6594694270066415,3
2,2_0,危険な動物,サメ、ライオン、ヘビ、ワニ、クモ、コブラ、ヒョウ、クマ、オオカミ、ジャガー,5,1_4,4.063216178829436,6.0,0.375,2,2,1,4,ラベルは危険な動物を示しているが、説明文には無関係な動物が含まれており、意見との整合性が全くない。,0.4553816634566733,4,0.246110459198301,4,0.7173490900704207,4
