comment_id,text,cluster_id,umap_silhouette,silhouette,silhouette_score,centroid,centroid_score,nearest,nearest_score
Acsv-2_0,AIの利用は業務効率化に貢献する,1_2,0.5420204628305305,0.5420204628305305,5,0.3492698858031025,5,1.2175533332131077,5
Acsv-2_0,AIの利用は業務効率化に貢献する,2_28,0.5420204628305305,0.5420204628305305,5,0.3492698858031025,5,1.2175533332131077,5
Acsv-5_0,AIが自動運転技術における進化に期待できる,1_7,0.3363477341833683,0.3363477341833683,4,0.6362325960885636,5,1.6228318981417136,3
Acsv-5_0,AIが自動運転技術における進化に期待できる,2_41,0.3363477341833683,0.3363477341833683,4,0.6362325960885636,5,1.6228318981417136,3
Acsv-15_0,AIの不正利用に対する対策が急務である,1_5,0.5144241581711432,0.5144241581711432,5,0.30946908194770817,5,1.7267737527376827,5
Acsv-15_0,AIの不正利用に対する対策が急務である,2_29,0.5144241581711432,0.5144241581711432,5,0.30946908194770817,5,1.7267737527376827,5
Acsv-19_0,AIを活用したスマートシティの構築が進むべき,1_1,0.6406424542792568,0.6406424542792568,5,0.47849327153683385,5,1.7125750787522067,5
Acsv-19_0,AIを活用したスマートシティの構築が進むべき,2_2,0.6406424542792568,0.6406424542792568,5,0.47849327153683385,5,1.7125750787522067,5
Acsv-22_0,AIによる画像認識技術は防犯カメラの効率を大きく向上させる,1_5,0.5326621484299071,0.5326621484299071,5,0.7141561094061669,4,2.175827409078868,5
Acsv-22_0,AIによる画像認識技術は防犯カメラの効率を大きく向上させる,2_29,0.5326621484299071,0.5326621484299071,5,0.7141561094061669,4,2.175827409078868,5
Acsv-23_0,音声認識技術の発展はバリアフリー社会の実現に寄与する,1_6,0.01921825634632667,0.01921825634632667,3,1.1770725475664194,3,0.9849346914780298,3
Acsv-23_0,音声認識技術の発展はバリアフリー社会の実現に寄与する,2_16,0.01921825634632667,0.01921825634632667,3,1.1770725475664194,3,0.9849346914780298,3
Acsv-27_0,AIは気候変動対策におけるシミュレーションで重要な役割を果たす,1_3,0.4783787544281004,0.4783787544281004,4,0.564414534341621,5,1.3164296060718284,3
Acsv-27_0,AIは気候変動対策におけるシミュレーションで重要な役割を果たす,2_13,0.4783787544281004,0.4783787544281004,4,0.564414534341621,5,1.3164296060718284,3
Acsv-29_0,AIは金融分野でリスク評価や不正検知に用いられています。,1_4,0.3723316851230407,0.3723316851230407,4,1.0285535331694253,4,1.5797771412764023,4
Acsv-29_0,AIは金融分野でリスク評価や不正検知に用いられています。,2_9,0.3723316851230407,0.3723316851230407,4,1.0285535331694253,4,1.5797771412764023,4
Acsv-30_0,AI技術はサイバーセキュリティ分野で役立つ,1_5,0.4740826391042543,0.4740826391042543,4,0.9768003979301311,2,2.080443895995011,5
Acsv-30_0,AI技術はサイバーセキュリティ分野で役立つ,2_47,0.4740826391042543,0.4740826391042543,4,0.9768003979301311,2,2.080443895995011,5
Acsv-31_0,AIによる自動翻訳技術は国際交流を圆滑に進める,1_7,0.21221875398274176,0.21221875398274176,3,0.8868365848382319,3,1.4770287366640291,3
Acsv-31_0,AIによる自動翻訳技術は国際交流を圆滑に進める,2_5,0.21221875398274176,0.21221875398274176,3,0.8868365848382319,3,1.4770287366640291,3
Acsv-32_0,産業用ロボットと連携したAIは製造業の生産性を向上させる,1_2,0.6504926877117208,0.6504926877117208,5,0.4770047905944032,5,1.8593001815446522,5
Acsv-32_0,産業用ロボットと連携したAIは製造業の生産性を向上させる,2_40,0.6504926877117208,0.6504926877117208,5,0.4770047905944032,5,1.8593001815446522,5
Acsv-33_0,AIが人間の意思決定を補完し、より正確な判断を可能にする,1_5,0.11179553770279647,0.11179553770279647,3,1.1212550069116378,3,1.3401718630911106,3
Acsv-33_0,AIが人間の意思決定を補完し、より正確な判断を可能にする,2_14,0.11179553770279647,0.11179553770279647,3,1.1212550069116378,3,1.3401718630911106,3
Acsv-34_0,AIシステムのメンテナンスとアップデートは継続的な課題である,1_5,0.41487585973809776,0.41487585973809776,4,0.2316562446449125,5,1.358682798783076,3
Acsv-34_0,AIシステムのメンテナンスとアップデートは継続的な課題である,2_34,0.41487585973809776,0.41487585973809776,4,0.2316562446449125,5,1.358682798783076,3
Acsv-35_0,AIの倫理性に関する議論は今後も活発になる,1_5,0.10967795236468326,0.10967795236468326,3,0.8622668483999004,3,1.1596858384578734,3
Acsv-35_0,AIの倫理性に関する議論は今後も活発になる,2_12,0.10967795236468326,0.10967795236468326,3,0.8622668483999004,3,1.1596858384578734,3
Acsv-36_0,AIはエネルギー管理システムに革命をもたらす,1_3,0.5861856039861297,0.5861856039861297,5,0.2692875228201363,5,1.4476952301732897,5
Acsv-36_0,AIはエネルギー管理システムに革命をもたらす,2_8,0.5861856039861297,0.5861856039861297,5,0.2692875228201363,5,1.4476952301732897,5
Acsv-39_0,ビッグデータと連携したAIは新たな発見をもたらす,1_5,0.1765401334535382,0.1765401334535382,3,0.8373396591317706,3,1.1262048019262576,3
Acsv-39_0,ビッグデータと連携したAIは新たな発見をもたらす,2_14,0.1765401334535382,0.1765401334535382,3,0.8373396591317706,3,1.1262048019262576,3
Acsv-43_0,AIはアートや音楽の分野で新しい表現手法を生み出している,1_7,0.13012017219394356,0.13012017219394356,3,0.8265715356059259,3,1.3189034877676578,3
Acsv-43_0,AIはアートや音楽の分野で新しい表現手法を生み出している,2_48,0.13012017219394356,0.13012017219394356,3,0.8265715356059259,3,1.3189034877676578,3
Acsv-46_0,AIの導入が中小企業に手軽に行える環境が整ifs there,1_7,-0.06508481706804888,-0.06508481706804888,2,1.0763086987725896,2,1.1954873382865545,2
Acsv-46_0,AIの導入が中小企業に手軽に行える環境が整ifs there,2_15,-0.06508481706804888,-0.06508481706804888,2,1.0763086987725896,2,1.1954873382865545,2
Acsv-46_1,AIの導入が中小企業に手軽に行える,1_2,0.38123021883503166,0.38123021883503166,4,0.8388214892518923,4,1.427834628057945,4
Acsv-46_1,AIの導入が中小企業に手軽に行える,2_32,0.38123021883503166,0.38123021883503166,4,0.8388214892518923,4,1.427834628057945,4
Acsv-47_0,AIによる予測分析は経済の動向把握に役立つ,1_4,0.49432519970257954,0.49432519970257954,4,0.5594110168129881,5,1.5563653900626495,3
Acsv-47_0,AIによる予測分析は経済の動向把握に役立つ,2_9,0.49432519970257954,0.49432519970257954,4,0.5594110168129881,5,1.5563653900626495,3
Acsv-53_0,AI/utilisedSmartAgricultureCanRevolutioniseFoodProduction,1_2,0.6432446222755053,0.6432446222755053,5,0.46212602532025593,5,1.8579995273731453,5
Acsv-53_0,AI/utilisedSmartAgricultureCanRevolutioniseFoodProduction,2_44,0.6432446222755053,0.6432446222755053,5,0.46212602532025593,5,1.8579995273731453,5
Acsv-62_0,AI技術は公共サービスの改善に寄与する可能性が高い,1_6,0.0904510941346334,0.0904510941346334,3,1.2681703589006088,3,1.2832558939189607,3
Acsv-62_0,AI技術は公共サービスの改善に寄与する可能性が高い,2_16,0.0904510941346334,0.0904510941346334,3,1.2681703589006088,3,1.2832558939189607,3
Acsv-63_0,AIのアルゴリズムに対する外部监査が必要です。,1_5,0.5105632710923055,0.5105632710923055,5,0.29114157793827683,5,1.704502119728215,5
Acsv-63_0,AIのアルゴリズムに対する外部监査が必要です。,2_29,0.5105632710923055,0.5105632710923055,5,0.29114157793827683,5,1.704502119728215,5
Acsv-66_0,AIの利用により業務の自動化と効率化が実現される,1_2,0.658911359995838,0.658911359995838,5,0.06274757926111575,5,1.4937350614914686,5
Acsv-66_0,AIの利用により業務の自動化と効率化が実現される,2_3,0.658911359995838,0.658911359995838,5,0.06274757926111575,5,1.4937350614914686,5
Acsv-67_0,AI utilizing the privacy protection measures is mandatory when using AI.,1_5,0.5245917420270811,0.5245917420270811,5,0.7835398679896324,4,2.1346100468118694,5
Acsv-67_0,AI utilizing the privacy protection measures is mandatory when using AI.,2_4,0.5245917420270811,0.5245917420270811,5,0.7835398679896324,4,2.1346100468118694,5
Acsv-68_0,AIは新たな研究分野を切り開く原動力となる,1_6,0.48133727281151517,0.48133727281151517,4,0.5314179257232523,5,1.3672038680408167,3
Acsv-68_0,AIは新たな研究分野を切り開く原動力となる,2_0,0.48133727281151517,0.48133727281151517,4,0.5314179257232523,5,1.3672038680408167,3
Acsv-70_0,AI取り巻く法整备は今後の大きな课題の一つである,1_5,0.39703036432444866,0.39703036432444866,4,0.5444802733200423,5,1.5473655218339821,3
